review,sentiment
"""Edge of the City"" is another movie that owes a lot of credit to ""On the Waterfront"". From it's NYC locations, to its score, to the belief that whatever trouble you may be in, you can somehow right your wrongs.<br /><br />""Edge"" also deals with ideas like loyalty and racism. In my opinion, that is where the movie does not succeed like ""Waterfront"". At 85 minutes the movie rushes through the establishment of relationships, and ties everything up so quickly that much of it seems forced and unbelievable.<br /><br />Possible Spoilers****<br /><br />The relationship between Sidney Poitier and John Cassavettes could have been further developed in the beginning. I don't believe that these two characters, from two very different places would have built such a strong relationship so quickly. <br /><br />I think that the whole love sub-plot with Cassavettes could have been eliminated. He is so awkward with a woman that it becomes painful to watch. The only reason why it is in the movie is so that she can motivate him to do the right thing at the end. There are other ways that they could have shown this. I would have also liked to see some scenes of Axel in the army to illustrate why he is the way he is.<br /><br />The acting is excellent. Poitier is terrific in a role that is beautifully written. His role as Tyler is interesting and multi-layered, and (especially for 1957), a man who is confident, respected, and intelligent. Cassavettes, as Axel North, while very good, does not seem quite right for the part. Warden is terrific as the boss who knows Axel's secret (although his fight scene with Cassavettes at the end is staged horribly. Too many break-away boxes). I thought Ruby Dee was wonderful in role of Poitier's wife.<br /><br />On the whole, ""Edge of the City"" is a smart, movie with a very good cast that tries too hard to be an interesting noir style picture, without taking the time to let the drama build.<br /><br />7 out of 10",positive
"Uzumaki, is a visually stunning Film, and I don't think anyone is going to be able to argue that. But, unfortunately, the story somewhat falls flat.<br /><br />The film nevertheless is very entertaining. It uses it's wild style to tell a somewhat non-existant story. The film almost works, just based on it's characters and style, but In my opinion, leaves something to be desired.",positive
"..Oh wait, I can! This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"". I couldn't tell where I was in this movie. One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing. I think. I couldn't pay long enough attention to it since the acting was just horrible. I think it only got attention because it has a 3d which I did not watch. If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you. It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake. If your tastes are more for Goddard and Antonioni, though, just skip this one.",negative
"What can I say? This was hands-down the worst movie I have ever seen in my life (and believe me, some of my favorite movies are admittedly horrible). The acting was amateurish, the sets were boring, and the camerawork was shoddy and sophomoric. This whole movie seemed like a college final project. I had to keep convincing myself that it was done by a teenager to make it seem somewhat good. The most disturbing factor of the ""film"" is that it's not even film at all-- it 's shot on video. That was extremely distracting. On top of all that, the dialogue is simply disastrous and the plot line is so basic it makes my eyes water. Not to mention they steal from at least four other horror movies in the first 20 minutes or so. If there were such a thing as zero stars, this movie would get it.<br /><br />The only thing scary about this movie is how bad it is.",negative
"I normally am a glutton for poor movies, but this thing stunk.<br /><br />Do not watch this movie.<br /><br />Terrible effects and very little humour, what the hell was the point of making this movie? No gore to speak of and no acting to speak of.<br /><br />I could only manage 45 minutes of this rat dropping of a movie, and that is rare for me.<br /><br />Something positive to say about this drivel? cover art was OK, I am pretty sure the movie has a ending too, even tho I did not make it to it.<br /><br />The rats were unorganized and blew their lines constantly,they lacked intensity and seemed just to be going through the paces for their paycheque. The actors were worse.",negative
"Here is a movie of adventure, determination, heroism, & bravery. Plus, it's set back in the late 1800s which makes it even more interesting. It's a wonderful, adventurous storyline, and Alyssa Milano is wonderful at playing the wholesome, confident, no-nonsense Fizzy...a great role-model. This is one of my favorite movies. It is a movie to be watched again and again and will inspire you and enrich your life without a doubt. Not only is the storyline excellent, but the movie also has fabulous scenery and music and is wonderfully directed. This movie is as good as gold!",positive
"wow, this movie sucked.<br /><br />This movie was a embarrassment to the original sandlot.<br /><br />Everything about this movie was awful.<br /><br />The acting was horrendous. Every part except the part of the 'mexican' sandlot manager was terrible.<br /><br />Luke Perry, though only bit parts was absolutely awful. This was is worst role ever. Even the kid actor playing him as a kid was someone you'd want to punch, even in the end, lol.<br /><br />This movie reminded me of those kid movies that go that extra mile making a part goofy way beyond the funny stage. The humor was for 6 year olds.<br /><br />If your over 12 and want something worthwhile to watch, skip this movie and watch a sitcom instead.",negative
"I first saw this movie in a theater in France a year or so ago. It came and went with little fanfare, but I enjoyed it for the beauty of the landscape photography and the fascinating wildlife footage. (The story, while nice, is really incidental. If you actually thought about it, there is no way most of what happens could happen in real life.) I just saw it again tonight, here in the States, on DVD. Again, I gather it has very limited distribution. Blockbusters only had one copy of it, and I don't recall it ever playing in the art houses in Cleveland.<br /><br />Seen on my TV, the photography is not as breathtaking, though it is still very beautiful. The wildlife footage is still fascinating. The story of the relationship between the 10-year old child and the fox is even less convincing the second time around, when you know where it's headed.<br /><br />Still, as I said, the story is incidental. It's a beautiful film to watch, and if you like wildlife footage, you should find this fascinating.",positive
"I really liked this movie, it was good, and the actors were brilliant! Leon Robinson, who played Richard, and many other classic singers, is very good at his job, when you see him in a musical movie, you know that it is going to be good! I would suggest that people watch this heart warming, sad, and special movie, if they want to know more about Richard! Outstanding! Fresh!",positive
"Swift's writing really has more in common with Kafka and Orwell than with fantasy-adventure writers, so it's curious that Gulliver's Travels has been deemed a children's novel. Lucky kiddies!<br /><br />The same applies to this movie. There have been some really awful versions of this story, which must be why people are reluctant to look at this version. I mean, it's a TV-movie and it comes from muppetteer Jim Henson, so how should we expect anything but cuteness?<br /><br />Look again - beauty turns up in the oddest places. Children love this movie enough to sit through all three hours of it, but it also takes the time to get Swift's dark vision right. I hate special effects, but here they are used to carry the story forward instead of just dazzling us. Please note that the producers took the trouble to recruit classical actors like John Gielgud and Peter O'Toole who perform their eccentric roles with perfection.<br /><br />Dramatically, the romance between Gulliver and Glumdalclitch is rendered touching and poignant, as well as funny (she's a little girl, but twenty times his size). The frame-story has a theme about absent fathers that many children will relate to. And the part about Gulliver in the asylum introduces an element of horror dealing with the abuse of authority (apparently deriving from Val Lewton's ""Bedlam"" [1946], another forgotten masterpiece).<br /><br />The VHS is always turning up in the bargain-bin for a few cents, which is an insult to the many great artists who put this thing together. I encourage audiences to recognize a good thing by getting this movie and inspiring others to watch it. Although it has a lot to offer children, grown-ups will find that it stands up nicely to such classics as Aguirre, Brazil, 1984 and other serious fantastic works.",positive
"Spoilers!!<br /><br />I hate this one, but it is better than the others after this, they just keep getting worse. I hope Gibson has the smarts to stay out of the next one. A lot of the same with humor, ie the toilet, kids, etc. How much farther can we watch their relationship evolve. Drugs, bad guys why South Africa! I found that unbelievable, maybe South American, some country in the Golden Triangle would have made the script better. It seems the late 80' early 90's had the blond bad guys ie Die Hard, the mighty Ducks play Ice Land Gary Busey in the last Weapon, etc. Hollywood repeats itself over. This one with a similar story has to go over the top. The attacking the police, the beach condo scene, and the fight at the end, and way over the top Gibson's girlfriend killed by the copper attack were too much. Like many part 2's, they get worse, and 3 or 4 in this series picks up speed downhill. 3/10",negative
"O my gosh... Just give me a minute to breath. This movie takes you on an awesome ride and doesn't let you go until the very last blow in your face ending. This is the the movie for fans of Stormriders and such. Legend of Zu was beautifully created, although I didn't like a few things, they used alot of stand ins. I wanted to see the real person fight but, oh well... a few small let downs,and I didn't really like it a lot until I watched it again, when you understand it more it totally kicks A**! I encourage anyone who ever wanted to see a true Asian movie, to see this movie. I give this movie one of my highest ratings.Go and see it when it comes out in America!!!",positive
"This is a so called 'feel-good' movies, however it made me sad in a way. Why? Because I had the talent, but my parents didn't let me study at the sports academy, as well the fact that at the age of 12 I decided to quit soccer.<br /><br />And soccer is the red line in this movie. Together with the struggle youngsters have with the expectations parents have. An English-Indian girl and her parents, with their traditions and strong family ties, and on the other hand the English family with a daugther who dresses like a boy, and plays soccer... a combination which worries her mother! This movie also lines out the lives of ordinary people, as well as the Indian community in England. It is about believe in your dreams, and live your one life (where did we hear that before).<br /><br />Paraminder Nagra (a beautiful women!) plays Yasminda, a girl who is not interested in boys, new clothes, make-up and the typical 17 year old girl stuff. In contradiction with her sister Pinky, complete the opposite of Yasminda.<br /><br />A real must it is, to see how a young beautiful girl struggles with the traditions of their parents, and finds her luck eventually. With great music from Blondie, Curtis Mayfield, Texas, Melanie C, as well as Indian hit songs.<br /><br />Pleasant to watch, but if you, as myself, ever played soccer, and never made it to the top, then this movie will make you melachonic.",positive
"I didn't see such a movie where the creators put so much heart's blood into their work and paid attention to the finest details for a very long time.<br /><br />Everything was well thought and perfectly put into reality. Camera-work, editing and compositing worked so good together it was just amazing. The titles were so fun and so perfectly choreographed.<br /><br />This movie just blew me away.<br /><br />The ""Showdown"" could have been cut down by 10 or 15 minutes though.<br /><br />It's a near to perfect homage to early silent noir Films story, acting, scenery and costumes were perfectly fitting and believable to have com from the times of silent film-making.",positive
"I don't care what anyone else says, this movie is the worst piece of trash committed on film. What was John Landis thinking?<br /><br />I know it's based on a series of children's books, but c'mon! Even kids hate this movie. It's pointless and boring. Tom Arnold once again amply demonstrates that his only talent is wasting production money.<br /><br />I think the only reason The Stupids hasn't appeared on the 100 worst films of all time is that only 20 or so people will admit to watching this garbage. At least Hobgoblins made it on MST3K.",negative
"I have been watching King of Queens from the beginning, and have felt it is overlooked at the award shows. This show has the best humor, you can identify with the characters, we talk about it at work a lot, because I work at a company a lot like IPS, (DHL) and we just love the Teamster plugs!! Carrie is my hero, she is the best, she just puts it out there, no matter what the subject is. Arthur well what can you say? He just cracks you up, and really puts a spin on things. Doug, well he is just so lovable, and funny, the three characters, plus all the friends just make the show complete. This is the best comedy on TV!! I would say up there with Seinfeld, and hey, there's nothing wrong with that .... Excellente!! as Doug would say.",positive
"This movie is very similar to Death Warrant with Jean-Claude Van Damme and also has some similarities to Island of Fire with Jackie Chan and I also heard that there is some other very similar action movies, but this film has a much better action than Death Warrant or even Island of Fire (that's right, the Jackie Chan's movie). Rarely American action movies has such a great action sequences, though there was many negative reviews on this film, it easily beats most of the action movies of that time who were more successful. There were many martial art's scenes, David Bradley was fast as Bruce Lee in this film and what else was good, that fighting scenes were much longer than in most of the American martial art's movies. The shoot-out scenes were similar with John Woo's movies, maybe not that good, but still very exiting. There was also many impressive explosions and one great chase scene. I've seen some other David Bradley's movies, but this one, yet is the best in terms of action. OK, this movie has some cheesy moments, but which movie hasn't? The acting was decent, Charles Napier was incredible and his character was real tough. Adam Clark who played Squid and Yuji Okumoto who played the main bad guy were also very good. Other actors acted pretty well too, though the acting isn't important in this type of movies. If you are action movies fan (I mean the real action movies fan, who really can appreciate the good action), than you must see this film.",positive
"It doesn't take long to see why Code Name: Diamond Head didn't make it onto the network schedules. The TV pilot movie doesn't get past the credits before it's obvious just how bad it's going to be. Maybe I missed something, because the plot didn't make a whole lot of sense. Based on what I got out of the muddled mess, a terrorist or thief or something named ""Tree"" (Ian McShane) goes to Hawaii to steal something to do with a secret weapon. The world's dullest secret agent, Johnny Paul (Roy Thinnes), is out to stop him. There might have been more, but trust me  it really doesn't matter anyway.<br /><br />Action movies should have action. Suspenseful moments should have suspense. And dramatic moments should have drama. There's none of that in Code Name: Diamond Head. I've seen others use the word ""turgid"" to describe this made for TV snoozer  and it's better than any one word description I can come up with. None of the characters is in the least bit exciting or worth caring about. And Roy Thinnes makes for the worst leads imaginable. His charisma is just slightly north of a slug. Ian McShane is easily the best thing the movie has going for it, but unfortunately for everyone else involved, it doesn't appear he was going to be back as a regular cast member. Now if McShane had been cast in the series lead, well then you might have had something.<br /><br />I'm quickly discovering that these Gawd awful 70s made-for-TV movies make great Mystery Science Theater 3000 episodes. And that goes double if Quinn Martin was involved. Very funny stuff from Mike and the Bots. So while I may only give the movie a 3/10, I rate Episode #608 a 4/5 on my MST3K rating scale.",negative
"The movie was totally Awesome and Cool. The graphics was superb and it was amazing, Especially, Flik was superb and awesome in the movie and he was funny and he was and sometimes he was intelligent. The circus bugs are colorful and they are superb in the movie. The grasshoppers were also superb and cool in the movie. Hopper was a pure and perfect villain. Even, Dot was cute. When, the bird comes to eat the bugs, that scene was superb and good. Even, the last scene was awesome and cool. Even, Flik's inventions was good. Building an artificial bird was a good idea to scare away the grasshoppers. When, the ants are building the artificial bird, that scene was good and nice I should really appreciate the creators of ""A Bug's Life"".",positive
"Oh dear, oh dear, oh dear. My lifetime was drastically wasted by this pile of stink. I would rather chew off my arm than watch this film again. Painful story line, painful characters and a painful two hours.<br /><br />The best way of describing this movie is a follows:- I would rather stick pins in my eyes and cut out my brain than watch another minute of this tripe.<br /><br />Advice is to stay well clear and let your local dustman do you a favour of removing this rubbish.<br /><br />Lin, you told me this was good!!!!<br /><br />Goodaleebyeload.",negative
"I must admit a slight disappointment with this film; I had read a lot about how spectacular it was, yet the actual futuristic sequences, the Age of Science, take up a very small amount of the film. The sets and are excellent when we get to them, and there are some startling images, but this final sequence is lacking in too many other regards...<br /><br />Much the best drama of the piece is in the mid-section, and then it plays as melodrama, arising from the 'high concept' science-fiction nature of it all, and insufficiently robust dialogue. There is far more human life in this part though, with the great Ralph Richardson sailing gloriously over-the-top as the small dictator, the ""Boss"" of the Everytown. I loved Richardson's mannerisms and curt delivery of lines, dismissing the presence and ideas of Raymond Massey's aloof, confident visitor. This Boss is a posturing, convincingly deluded figure, unable to realise the small-fry nature of his kingdom... It's not a great role, yet Richardson makes a lot of it.<br /><br />Everytown itself is presumably meant to be England, or at least an English town fairly representative of England. Interesting was the complete avoidance of any religious side to things; the 'things to come' seem to revolve around a conflict between warlike barbarism and a a faith in science that seems to have little ultimate goal, but to just go on and on. There is a belated attempt to raise some arguments and tensions in the last section, concerning more personal 'life', yet one is left quite unsatisfied. The film hasn't got much interest in subtle complexities; it goes for barnstorming spectacle and unsubtle, blunt moralism, every time. And, of course, recall the hedged-bet finale: Raymond Massey waxing lyrical about how uncertain things are! <br /><br />Concerning the question of the film being a prediction: I must say it's not at all bad as such, considering that one obviously allows that it is impossible to gets the details of life anything like right. The grander conceptions have something to them; a war in 1940, well that was perhaps predictable... Lasting nearly 30 years, mind!? A nuclear bomb - the ""super gun"" or some such contraption - in 2036... A technocratic socialist ""we don't believe in independent nation states""-type government, in Britain, after 1970... Hmmm, sadly nowhere near on that one, chaps! ;-) No real politics are gone into here which is a shame; all that surfaces is a very laudable anti-war sentiment. Generally, it is assumed that dictatorship - whether boneheaded-luddite-fascist, as under the Boss, or all-hands-to-the-pump scientific socialism - will *be the deal*, and these implications are not broached... While we must remember that in 1936, there was no knowledge at all of how Nazism and Communism would turn out - or even how they were turning out - the lack of consideration of this seems meek beside the scope of the filmmakers' vision on other matters.<br /><br />Much of the earlier stuff should - and could - have been cut in my opinion; only the briefest stuff from '1940' would have been necessary, yet this segment tends to get rather ponderous, and it is ages before we get to the Richardson-Massey parts. I would have liked to have seen more done with Margareta Scott; who is just a trifle sceptical, cutting a flashing-eyed Mediterranean figure to negligible purpose. The character is not explored, or frankly explained or exploited, except for one scene which I shall not spoil, and her relationship with the Boss isn't explored; but then this was the 1930s, and there was such a thing as widespread institutional censorship back then. Edward Chapman is mildly amusing in his two roles; more so in the first as a hapless chap, praying for war, only to be bluntly put down by another Massey character. Massey himself helps things a lot, playing his parts with a mixture of restraint and sombre gusto, contrasting well with a largely diffident cast, save for Richardson, and Scott and Chapman, slightly.<br /><br />I would say that ""Things to Come"" is undoubtedly a very extraordinary film to have been made in Britain in 1936; one of the few serious British science fiction films to date, indeed! Its set (piece) design and harnessing of resources are ravenous, marvellous. <br /><br />Yet, the script is ultimately over-earnest and, at times, all over the place. The direction is prone to a flatness, though it does step up a scenic gear or two upon occasion. The cinematographer and Mr Richardson really do salvage things however; respectively creating an awed sense of wonder at technology, and an engaging, jerky performance that consistently beguiles. Such a shame there is so little substance or real filmic conception to the whole thing; Powell and Pressburger would have been the perfect directors to take on such a task as this - they are without peer among British directors as daring visual storytellers, great helmsmen of characters and dealers in dialogue of the first rate.<br /><br />""Things to Come"", as it stands, is an intriguing oddity, well worth perusing, yet far short of a ""Metropolis""... 'Tis much as ""silly"", in Wells' words, as that Lang film, yet with nothing like the astonishing force of it.",positive
"I have lost count of just how many times I have seen this movie - I probably know the entire dialog backwards - yet I am drawn to it time and again.<br /><br />Set in Hungary, a young Jimmy Stewart plays the eligible bachelor ""Kralik"" who becomes the secret admirer of Margaret Sullavan's innocent ""Klara"". Kralik secretly becomes Klara's pen-friend, and at work together Klara confides in Kralik about the content of his (Kralik's) letters. Clearly Kralik is besotted with Klara - but is unable to make his feelings known whilst he is in competition with the ""pen-friend"". Confused? Well you wont be - this story has a sweet, almost sugary ending - but we all know it is the ending we all want.<br /><br />Other characters worth mentioning are Frank Morgan playing his usual role, this time as the shop's owner ""Hugo Matuschek"", Felix Bressart as ""Pirovitch"", Kralik's confidant. Joseph Schildkraut as the womanising arrogant ""Vadas"" - so well played that you cannot help but hate him right from the beginning.<br /><br />Finally William Tracy who manages to endear himself to us all with his over-confident upstart of a shop junior ""Pepi Katona"".<br /><br />Recently re-made as ""You've Got Mail"" starring Tom Hanks & Meg Ryan for me is not as good as the original - although I suspect younger audiences would disagree.<br /><br />If this film is on in your area over Christmas, I suggest you pour yourself a nice glass of wine, put a log on the fire and have a box of Kleenex handy.",positive
"... so what's in those missing 10 minutes that were so horrible they had to cut them out from the original film? We were three years into the film production code... Barbara Stanwyck had starred in the original play, but here, Carole Lombard plays Maggie King. Co star Fred MacMurray is probably best known for ""Double Indemnity"", with Stanwyck, as well as his hit TV show ""My Three Sons"". Keep an eye out for a young Dorothy Lamour (Bob Hope movies) and the too-fabulous Franklin Pangborn, who spiced up just about every film put on tape. Of course, he works in the beauty salon on the ship! Add the sublime Charles Butterworth and Anthony Quinn. Good timing and clever banter at the beginning. Maggie's buddy Ella is played by Jean Dixon, who was the best friend in ""Holiday"" and ""My Man Godfrey"". In ""Swing High"", Maggie the tourist meets a soldier who is leaving the army. Maggie misses her boat when it leaves port and gets tangled up with the soldier. The dashing 20-something Quinn has a small scene at the local bar in Panama where Johnson (MacMurray) has been playing the trumpet. Maggie, Harry (Butterworth), and Skid band together and try to figure out how to get back to the States. Some good singing by Lamour. Good (but brief) acting performance by Cecil Cunningham as ""Murph"", the wise, helpful owner of the local saloon in Panama. While others have lamented at how bad it is, it wasn't so awful, and is even a little exotic, with the fake Central America locale setting for the first half of the film.",positive
"despite the occasionally stilted acting and ""seen-it-all-before"" story, this is a fairly compelling movie.<br /><br />It has suspense, the scenes with the demon are actually pretty creepy, some of the visual effects are superb and best of all, no ridiculously ill placed humour to detract from the film, as too many (wannabe) horror films have in them now<br /><br />honestly, this isn't the greatest film ever made, but it actually draws you in and at least makes an attempt at character development<br /><br />i was glad i watched it",positive
"Cinema, at its best is entertainment. If one is to question every aspect with which one finds room for disagreement,and much of recorded history is based on contemporary opinions - often biased - then one should leave the cinema, because their prejudices will always spoil their enjoyment. When I spotted an airplane flying overhead in a film dated 33BC I was amused. The background scenery in ""Casablanca"" is absurdly fake. So, do I set up a moan & say that the film failed to convince? Fiona, relax and enjoy some excellent acting. Wajda's decision to cast the protagonists as French & Polish was inspired. one was immediately aware of which side each of the main characters was representing. No need to dwell on the authenticity of the wigs. This is powerful cinema. If there is a political message which is still relevant today - have a dinner party - a Château d'Yquem with the foie-gras; a Puligny Montrachet with the entree; some Polish Vodka sorbets and perhaps a 1961 Château Lafite-Rothschild with the beef - and discuss the political aspects of Danton until you drop with fatigue. Danton would surely have agreed?",positive
"As a fan of Henriksen (I liked him in the ""Millennium"" series) and of course Lorenzo ""Renegade"" Lamas, I had expected at least SOMETHING from this film. Sadly, the plot is predictable, the acting is bad and the computergraphics used for most stunts don't work out. Sometimes it even looks like they've captured some shots from Microsoft Flight Simulator.<br /><br />The cinematography sucks as well. Unnecessary funky camerawork in the beginning only detracts (from the cheesy dialogue) and gives the film a cheap, made-for-video-look. It works in hiphop-movies and Jet Li movies, but seems out of place in this flick.<br /><br />I would have liked this film 10 years ago. I was 11 then.",negative
"The subject of this movie is disturbing. How could some otherwise intelligent, religious, hard-working, and sincere White Afrikaaners treat the native Blacks so cruelly for so long?<br /><br />The movie answers this question, and also explains how some Afrikaaners are changing in a positive way.",positive
"Call me stupid, but I absolutely loved the 2001 horror movie, Valentine. It was so well-made, well-written, well-acted, well-directed, etc! Everything about it was wonderful! There were parts that were relatively routine (Lily's death), very funny (www.Bleed-Me-Dry.com), completely horrifying and creepy (Paige's death), and just plain heartbreaking (the first scene). I think the entire cast did a great job, especially the three leads: David Boreanaz, Denise Richards (both of whom I met, and got autographs from, during the filming of this movie - VERY nice people!), and Marley Shelton.<br /><br />I am very sick of people calling this movie ""another Scream clone"". This movie is, in no way, a Scream clone. In fact, this film runs rings around Scream. It actually makes SENSE! Scream was also NOT the only movie to feature a masked killer in it. Excuse me, but it looks like Scream was also a clone too (ahem..., Friday the 13th, Halloween, and many other scary movies also featured masked killers). I also think that the novelty of the cupid-masked killer is brilliant. It's so strange to see a sweet, cupid face doing all of these horrible things. Another novelty (the nose bleeding) makes way for a fantastic ending! The ending gives me chills every time I see it!!!!! So, even if you didn't like it the first time, watch Valentine again and give it another chance!<br /><br />PS- Keep an eye out for my new website (WWW.LOVE-HURTS.ORG)! Coming soon...",positive
"Don't get me wrong, Dan Jansen was a great speed skater. If there was one guy who deserved his gold medal at the Olympics it was Dan.<br /><br />But how can it be possible that Bill Corcoran has made such a bad movie about the incredible Dan Jansen story, because the real Dan Jansen story is truly incredible! Especially when you look at this movie through the eyes of a sportsman everything is wrong, the way Matt Keeslar and the other actors skate, their technique, the dimensions of the speedskating oval, it is all wrong!<br /><br />Shame on you, Bill Corcoran, Dan Jansen deserves better, a lot better!<br /><br />1 out of 10",negative
"I'll be brief: I normally hate films like this venomously ... but there is just something about this one that just draws me in and won't let me go. Granted, there are some major flaws in it (some of the acting is below par at best and the dialogue is sometimes so poor it's funny) but there are enough redeeming features to make it watchable to the end.<br /><br />But what are they? Well, it's got a cool little plot - by no means is it original, but it is better presented than other films of its kind. The three main stars (Whalin, Johnson, Long) put in fairly decent performances that more than make up for the distinct lack of quality from the supporting cast (the fat cop and Coach Quinn really bugged me), and the scripting is slick and witty (even if it is poor in places).<br /><br />The bottom line is, though, this film is so CUTE: I grinned all the way through it and it has a place in my video collection purely because it could cheer up anybody. You really have to be some kind of humourless bore not to like this (I DARE somebody to sit through this without grinning!!!).<br /><br />I do recommend this one if you want a simple, fun, and - above all - enjoyable watch. You won't regret it!<br /><br />~Top$~",positive
"Well the plot is entertaining but it is full of goof. To summarize things up, cop/dad badly wants to save his son from cancer but the only way is by getting the transplant from the criminal(Michael Keaton).<br /><br />well criminal agrees BUT escaped in the hospital while the transplant was going on and the police and the cop-dad is not allowed to shoot at the criminal in order to save his son. (dead criminal-no transplant-dead son).<br /><br />well, the police in this movie doesn't have a brain, in case they never heard of a TAZER to knock off the criminal without killing him. end of movie, as simple as that.<br /><br />But it when all crazy and stupid including the death of 2cops and a few doctor getting burned up pretty badly.",negative
"Moon Child is the story of two brothers and a friend trying to make it in a futuristic, economically-unstable Japan. After a cunning disaster gone wrong, someone new enters young Sho's life, a special friend by the name of Kei. Years later they have grown rather close, and have found ways to combine both their talents into one unstoppable team. During another escapade, they encounter a new friend and his mute sister who become part of their band of friends. Before long disaster again strikes and the group falls apart. Alliances turn to enemies and their worlds are all turned upside down. Regrets and hopelessness claim some while power and success take others. Tragedy claims still others. Truths are revealed and lives are forever changed. <br /><br />And you will never see a more beautiful sunrise.<br /><br />This movie is a gripping tale of undying friendships, webs of relationships, and a team that not even death can keep apart for too long. Moon child combines sci-fi, drama, and action with the perfect cast and talent to create the most sensationally moving movie of the time, and great for most audiences. It minimizes the everyday romances and puts more emphasis on the important values we can all relate to such as friendships, loyalty, and believing in yourself. Nothing could possibly compare. I personally have never seen anything quite like it, and I don't suspect I ever will again.<br /><br />It appeals to the wider population in many ways and is a must see for all.",positive
"If the myth regarding broken mirrors would be accurate, everybody involved in this production would now face approximately 170 years of bad luck, because there are a lot of mirrors falling to little pieces here. If only the script was as shattering as the glass, then ""The Broken"" would have been a brilliant film. Now it's sadly just an overlong, derivative and dull movie with only just a handful of remarkable ideas and memorable sequences. Sean Ellis made a very stylish and elegantly photographed movie, but the story is lackluster and the total absence of logic and explanation is really frustrating. I got into a discussion with a friend regarding the basic concept and ""meaning"" of the film. He thinks Ellis found inspiration in an old legend claiming that spotting your doppelganger is a foreboding of how you're going to die. Interesting theory, but I'm not familiar with this legend and couldn't find anything on the Internet about this, neither. Personally, I just think ""The Broken"" is yet another umpteenth variation on the theme of ""Invasion of the Body Snatchers"" but without the alien interference. ""The Broken"" centers on the American McVey family living in London, and particularly Gina. When a mirror spontaneously breaks during a birthday celebration, this triggers a whole series of mysterious and seemingly supernatural events. Gina spots herself driving by in a car and follows her mirror image to an apartment building. Whilst driving home in a state of mental confusion, she causes a terrible car accident and ends up in the hospital. When dismissed, Gina feels like her whole surrounding is changing. She doesn't recognize her own boyfriend anymore and uncanny fragments of the accident keep flashing before her eyes. Does she suffer from mental traumas invoked by the accident or is there really a supernatural conspiracy happening all around her? Writer/director Sean Ellis definitely invokes feelings of curiosity and suspense in his script, but unfortunately he fails to properly elaborate them. ""The Broken"" is a truly atmospheric and stylish effort, but only after just half an hour of film, you come to the painful conclusion it shall just remain a beautiful but empty package. There's a frustratingly high amount of ""fake"" suspense in this film. This means building up tension, through ominous music and eerie camera angels, when absolutely nothing has even happened so far. By the time the actually mysteriousness kicks in, these tricks don't have any scary effect on you anymore. Some of my fellow reviewers around here compare the film and particularly Sean Ellis' style with the repertoires of David Lynch, Stanley Kubrick and even Alfred Hitchcock, but that is way, way  WAY too much honor. PS: what is up with that alternate spelling; the one with the Scandinavian ""ø""",negative
"This movie had me going. The title was perhaps the greatest idea that I heard. I thought it was an independent movie about a zombie outbreak and their quest to take over the US and a group of lone survivors, band together, and plan to take out the zombies. DEAD WRONG! It's about a psycho cop with a weakness for killing his female arrests gets what's coming to him when a pack of zombie women rise from their graves in order to get proper revenge. As you can see there is nothing about the nation nor a county involved. Where to begin with the severity this cinematic disaster caused our nation.<br /><br />First off, the zombie women look like Victoria Secret models with dark eyeliner and a pale face. What are zombies but mindless, debatable intelligent, cannibalistic killing machines that eat as a result of their primitive most basic needs? These zombie women walk like streetwalkers and runway models, they talk as if they are in a poor film noir movie and not do they act like real zombies. Sure the eating and killing is there, but where is the mindlessness and the horrible disfigurement? Although it is a very interesting concept and perhaps a great satire on the zombie genre, it makes fun of that genre and asks the question, ""why can't zombies be beautiful vixen killing machines?"" I would say that this movie would be considered a really bad indie movie that was produced and made by garage junkies. I would not recommend this movie to anybody that loves zombie genres too much, it's an insult and as for scarynot even.",negative
"Unremittingly bleak and depressing, the film evokes as well as could be desired the legendary misery and emptiness that characterised Houellebecq's controversial novel of the same name. Like many French films, its manner is one of wistful profundity but it is painfully slow - or should that be, slowly painful? While this is an excellent and challenging film, it is not an enjoyable one and its difficult to think of any time when one might be in the 'right' mood to see it.",positive
"This movie was recommended to me by some academics. From their comments, I had some pretty lofty expectations. But this movie was nothing but disappointing. The aim of the director is obvious--to use an interweaving of speeches/poems as a way to argue against the Bush doctrine. But the director fails miserably at this. Also I seriously question the director's choice of main character. It's a bum who is definitely not worthy of being heard. The rise of corporation power, so what? Most importantly, this movie gets a failing score in its persuasive power; it's clearly intended for those who've already formed their opinions. It's true that the movie's aesthetics are quite pleasing. But pretty much everything else in the movie simply sucks.",negative
